Accession,Organismo,Gen,Producto,Proteína
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsG,cellulose biosynthesis protein BcsG,WVL21459.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsF,cellulose biosynthesis protein BcsF,WVL21460.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsE,cellulose biosynthesis c-di-GMP-binding protein BcsE,WVL21461.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsR,cellulose biosynthesis protein BcsR,WVL21462.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsQ,cellulose biosynthesis protein BcsQ,WVL21463.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsA,UDP-forming cellulose synthase catalytic subunit,WVL21464.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsB,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,WVL21465.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsZ,cellulose synthase complex periplasmic endoglucanase BcsZ,WVL21466.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsC,cellulose synthase complex outer membrane protein BcsC,WVL21467.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hmsP,biofilm formation regulator HmsP,WVL21468.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dctA,C4-dicarboxylate transporter DctC,WVL21469.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,M16 family metallopeptidase,WVL21470.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,sugar kinase,WVL21471.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,pdeH,cyclic-guanylate-specific phosphodiesterase,WVL21472.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,AsmA family protein,WVL21473.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL21474.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,yhjD,inner membrane protein YhjD,WVL21475.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,LysR family transcriptional regulator,WVL23400.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,response regulator transcription factor,WVL21476.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,glycoside hydrolase family protein,WVL21477.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,STY4199 family HEPN domain-containing protein,WVL21478.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,"alpha,alpha-trehalase",WVL21479.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,GntR family transcriptional regulator,WVL21480.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,fraB,6-phosphofructose-aspartate deglycase,WVL21481.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,fraD,fructose-aspartate kinase,WVL23401.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,anaerobic C4-dicarboxylate transporter family protein,WVL21482.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,fraE,fructose-asparagine asparaginase,WVL21483.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gorA,glutathione-disulfide reductase,WVL21484.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,WVL21485.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,acid phosphatase,WVL21486.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,prlC,oligopeptidase A,WVL21487.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rsmJ,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ,WVL21488.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dtpB,dipeptide/tripeptide permease DtpB,WVL21489.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,uspA,universal stress protein UspA,WVL21490.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,uspB,universal stress protein UspB,WVL21491.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,pitA,inorganic phosphate transporter PitA,WVL21492.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,NAD(P)/FAD-dependent oxidoreductase,WVL21493.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,HlyD family secretion protein,WVL21494.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rbbA,ribosome-associated ATPase/putative transporter RbbA,WVL21495.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,ABC transporter permease,WVL21496.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,nikR,nickel-responsive transcriptional regulator NikR,WVL21497.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,acpT,4'-phosphopantetheinyl transferase AcpT,WVL21498.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,AI-2E family transporter,WVL21499.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL21500.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DcrB family lipoprotein,WVL21501.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter,WVL21502.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,tusA,sulfurtransferase TusA,WVL23402.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,tcp,methyl-accepting chemotaxis citrate transducer,WVL21503.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,zntA,Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA,WVL21504.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,lysoplasmalogenase,WVL21505.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF2500 domain-containing protein,WVL21506.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF1145 family protein,WVL23403.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase,WVL21507.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ftsY,signal recognition particle-docking protein FtsY,WVL21508.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ftsE,cell division ATP-binding protein FtsE,WVL21509.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ftsX,permease-like cell division protein FtsX,WVL21510.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rpoH,RNA polymerase sigma factor RpoH,WVL21511.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livJ,branched chain amino acid ABC transporter substrate-binding protein LivJ,WVL21512.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL21513.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,panM,aspartate 1-decarboxylase autocleavage activator PanM,WVL21514.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livK,high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK,WVL21515.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livH,high-affinity branched-chain amino acid ABC transporter permease LivH,WVL21516.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livM,branched chain amino acid ABC transporter permease LivM,WVL21517.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livG,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG,WVL21518.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livF,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF,WVL21519.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,type II toxin-antitoxin system Phd/YefM family antitoxin,WVL21520.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,type II toxin-antitoxin system death-on-curing family toxin,WVL21521.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ugpB,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB,WVL21522.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA,WVL21523.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ugpE,sn-glycerol-3-phosphate ABC transporter permease UgpE,WVL21524.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,sn-glycerol-3-phosphate import ATP-binding protein UgpC,WVL21525.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ugpQ,glycerophosphodiester phosphodiesterase,WVL21526.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF2756 family protein,WVL21527.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ggt,gamma-glutamyltransferase,WVL21528.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,phosphotriesterase family protein,WVL21529.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DMT family transporter,WVL21530.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,glutamine amidotransferase,WVL21531.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,PfkB family carbohydrate kinase,WVL21532.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,yhhY,N-acetyltransferase,WVL21533.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,oxidoreductase,WVL21534.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,pirin family protein,WVL21535.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gntR,gluconate operon transcriptional repressor GntR,WVL21536.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gntK,gluconokinase,WVL21537.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gntU,gluconate transporter,WVL21538.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MarC family protein,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,asd,aspartate-semialdehyde dehydrogenase,WVL21539.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glgB,"1,4-alpha-glucan branching enzyme",WVL21540.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glgX,glycogen debranching protein GlgX,WVL21541.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glgC,glucose-1-phosphate adenylyltransferase,WVL21542.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glgA,glycogen synthase GlgA,WVL21543.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glgP,glycogen phosphorylase,WVL21544.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,IclR family transcriptional regulator,WVL21545.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,dihydrodipicolinate synthase family protein,WVL21546.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ilvD,dihydroxy-acid dehydratase,WVL21547.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL21548.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,glycerol dehydrogenase,WVL21549.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,PstS family phosphate ABC transporter substrate-binding protein,WVL21550.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL21551.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glpD,glycerol-3-phosphate dehydrogenase,WVL21552.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glpE,thiosulfate sulfurtransferase GlpE,WVL21553.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,glpG,rhomboid family intramembrane serine protease GlpG,WVL21554.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DeoR/GlpR family transcriptional regulator,WVL21555.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rtcR,RNA repair transcriptional activator RtcR,WVL21556.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,vWA domain-containing protein,WVL21557.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rtcB,RNA-splicing ligase RtcB,ND
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rtcA,RNA 3'-terminal phosphate cyclase,WVL21558.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL21559.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,malT,HTH-type transcriptional regulator MalT,WVL21560.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,malP,maltodextrin phosphorylase,WVL21561.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,malQ,4-alpha-glucanotransferase,WVL21562.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gntT,gluconate transporter,WVL21563.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,nfuA,Fe-S biogenesis protein NfuA,WVL21564.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gntX,DNA utilization protein GntX,WVL21565.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bioH,pimeloyl-ACP methyl ester esterase BioH,WVL21566.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,Rpn family recombination-promoting nuclease/putative transposase,WVL21567.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,feoC,[Fe-S]-dependent transcriptional repressor FeoC,WVL21568.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,feoB,Fe(2+) transporter permease subunit FeoB,WVL21569.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,feoA,ferrous iron transporter A,WVL21570.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,Tex family protein,WVL21571.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,greB,transcription elongation factor GreB,WVL21572.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ompR,two-component system response regulator OmpR,WVL21573.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,envZ,two-component system sensor histidine kinase EnvZ,WVL21574.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,pckA,phosphoenolpyruvate carboxykinase (ATP),WVL21575.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF4153 domain-containing protein,WVL21576.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hslO,Hsp33 family molecular chaperone HslO,WVL21577.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hslR,ribosome-associated heat shock protein Hsp15,WVL21578.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,yrfG,GMP/IMP nucleotidase,WVL21579.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,igaA,intracellular growth attenuator protein IgaA,WVL21580.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,nudE,ADP compounds hydrolase NudE,WVL21581.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,mrcA,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,WVL21582.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DNA utilization protein HofM,WVL21583.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,PilN domain-containing protein,WVL21584.1
CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL21585.1
