Archivo_aln,Accession,Organismo,Gen,Producto,Proteína
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,GNAT family N-acetyltransferase,WVL21431.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF1778 domain-containing protein,WVL21432.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,GNAT family N-acetyltransferase,WVL21433.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cueP,copper-binding periplasmic metallochaperone CueP,WVL21434.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,cspE,transcription antiterminator/RNA stability regulator CspE,WVL21435.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,HTH-type transcriptional regulator,WVL21436.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF3053 domain-containing protein,WVL21437.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ghrB,glyoxylate/hydroxypyruvate reductase GhrB,WVL21438.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,OmpA family lipoprotein,WVL21439.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,molybdopterin guanine dinucleotide-containing S/N-oxide reductase,WVL21440.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,N-acetyltransferase,WVL21441.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,tag,DNA-3-methyladenine glycosylase I,WVL21442.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,autotransporter domain-containing protein,WVL21443.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,lpfA,long polar fimbria major subunit LpfA,WVL21444.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,lpfB,long polar fimbrial chaperone LpfB,WVL21445.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,lpfC,outer membrane usher protein LpfC,WVL21446.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,lpfD,long polar fimbrial protein LpfD,WVL21447.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,lpfE,long polar fimbrial protein LpfE,WVL21448.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,eptB,kdo(2)-lipid A phosphoethanolamine 7''-transferase,WVL21449.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,substrate-binding domain-containing protein,WVL21450.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,aryl-sulfate sulfotransferase,WVL21451.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,uracil-xanthine permease family protein,WVL21452.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dppA,dipeptide ABC transporter periplasmic-binding protein DppA,WVL21453.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dppB,dipeptide ABC transporter permease DppB,WVL21454.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dppC,dipeptide ABC transporter permease DppC,WVL21455.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dppD,dipeptide ABC transporter ATP-binding protein,WVL21456.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dppF,dipeptide ABC transporter ATP-binding subunit DppF,WVL21457.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,aromatic amino acid transport family protein,WVL21458.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,PLP-dependent transferase,ND
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,type I toxin-antitoxin system toxin Ldr family protein,WVL23399.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsG,cellulose biosynthesis protein BcsG,WVL21459.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsF,cellulose biosynthesis protein BcsF,WVL21460.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsE,cellulose biosynthesis c-di-GMP-binding protein BcsE,WVL21461.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsR,cellulose biosynthesis protein BcsR,WVL21462.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsQ,cellulose biosynthesis protein BcsQ,WVL21463.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsA,UDP-forming cellulose synthase catalytic subunit,WVL21464.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsB,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,WVL21465.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsZ,cellulose synthase complex periplasmic endoglucanase BcsZ,WVL21466.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,bcsC,cellulose synthase complex outer membrane protein BcsC,WVL21467.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,hmsP,biofilm formation regulator HmsP,WVL21468.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dctA,C4-dicarboxylate transporter DctC,WVL21469.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,M16 family metallopeptidase,WVL21470.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,sugar kinase,WVL21471.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,pdeH,cyclic-guanylate-specific phosphodiesterase,WVL21472.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,AsmA family protein,WVL21473.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL21474.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,yhjD,inner membrane protein YhjD,WVL21475.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,LysR family transcriptional regulator,WVL23400.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,response regulator transcription factor,WVL21476.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,glycoside hydrolase family protein,WVL21477.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,STY4199 family HEPN domain-containing protein,WVL21478.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,"alpha,alpha-trehalase",WVL21479.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,GntR family transcriptional regulator,WVL21480.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,fraB,6-phosphofructose-aspartate deglycase,WVL21481.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,fraD,fructose-aspartate kinase,WVL23401.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,anaerobic C4-dicarboxylate transporter family protein,WVL21482.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,fraE,fructose-asparagine asparaginase,WVL21483.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,gorA,glutathione-disulfide reductase,WVL21484.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,WVL21485.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,acid phosphatase,WVL21486.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,prlC,oligopeptidase A,WVL21487.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rsmJ,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ,WVL21488.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,dtpB,dipeptide/tripeptide permease DtpB,WVL21489.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,uspA,universal stress protein UspA,WVL21490.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,uspB,universal stress protein UspB,WVL21491.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,pitA,inorganic phosphate transporter PitA,WVL21492.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,NAD(P)/FAD-dependent oxidoreductase,WVL21493.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,HlyD family secretion protein,WVL21494.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rbbA,ribosome-associated ATPase/putative transporter RbbA,WVL21495.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,ABC transporter permease,WVL21496.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,nikR,nickel-responsive transcriptional regulator NikR,WVL21497.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,acpT,4'-phosphopantetheinyl transferase AcpT,WVL21498.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,AI-2E family transporter,WVL21499.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,MFS transporter,WVL21500.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DcrB family lipoprotein,WVL21501.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter,WVL21502.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,tusA,sulfurtransferase TusA,WVL23402.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,tcp,methyl-accepting chemotaxis citrate transducer,WVL21503.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,zntA,Zn(II)/Cd(II)/Pb(II) translocating P-type ATPase ZntA,WVL21504.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,lysoplasmalogenase,WVL21505.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF2500 domain-containing protein,WVL21506.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF1145 family protein,WVL23403.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase,WVL21507.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ftsY,signal recognition particle-docking protein FtsY,WVL21508.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ftsE,cell division ATP-binding protein FtsE,WVL21509.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ftsX,permease-like cell division protein FtsX,WVL21510.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,rpoH,RNA polymerase sigma factor RpoH,WVL21511.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livJ,branched chain amino acid ABC transporter substrate-binding protein LivJ,WVL21512.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,hypothetical protein,WVL21513.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,panM,aspartate 1-decarboxylase autocleavage activator PanM,WVL21514.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livK,high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK,WVL21515.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livH,high-affinity branched-chain amino acid ABC transporter permease LivH,WVL21516.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livM,branched chain amino acid ABC transporter permease LivM,WVL21517.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livG,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG,WVL21518.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,livF,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF,WVL21519.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,type II toxin-antitoxin system Phd/YefM family antitoxin,WVL21520.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,type II toxin-antitoxin system death-on-curing family toxin,WVL21521.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ugpB,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB,WVL21522.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ugpA,sn-glycerol-3-phosphate ABC transporter permease UgpA,WVL21523.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ugpE,sn-glycerol-3-phosphate ABC transporter permease UgpE,WVL21524.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,sn-glycerol-3-phosphate import ATP-binding protein UgpC,WVL21525.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ugpQ,glycerophosphodiester phosphodiesterase,WVL21526.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DUF2756 family protein,WVL21527.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ggt,gamma-glutamyltransferase,WVL21528.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,phosphotriesterase family protein,WVL21529.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,DMT family transporter,WVL21530.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,glutamine amidotransferase,WVL21531.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,ND,PfkB family carbohydrate kinase,WVL21532.1
query_10_top5_alignment,CP140732.2,Salmonella enterica subsp. enterica serovar Newport str. A-211-TTX,yhhY,N-acetyltransferase,WVL21533.1
